Text,Label,TextLength
مش عارف انت من غير النصايح بتاعتى كنت عملت ايه .,1,48
عند كل واحد فينا ذكرى معينة مش هينساها مهما عدت عليها الايام.,1,61
يا اهبل بتتكلم من جوة غرفة المراقبة بتاعت امن الدولة وعايز المراقبة متتسجلش.,1,76
مش بحب الناس السلبيه والمتشائمه .,0,33
والله يا حج مبارك دي كانت وزة شيطان وعدت و ماحدش يزعل من ولاده برضه negative بس برضه يسقط حسني مبارك.,1,101
حبيبى و من اجدع الناس اللى عرفتهم فى اسماعيلية والله .,0,54
عام جديد اتي وعام مضي ولا زالت الاحلام معلقه بين يديه ربي حقق احلامنا واسعد قلوبنا .,0,84
اختي الكبيره دايما مش عارف ليه محسساني اني دماغي ضاربه فشخ .,1,60
مادة الرياضيات دى هى هتكون السبب الرئيسى فى انتحارى .,0,53
دى من الاغانى المفضلة لى عند السفر .,1,36
مش هقولك فيها حاجة حلوة لا هقولك  اللى جاى احلى  .,1,50
من معرفتى بيكى مقتصره علي الفيس بوك فقط بس انا فعلا بعتبرك اخت   .,1,66
عادي بس المهم اني بحب تغريداتك.,0,31
جميلة هي الحياة حين تجمعك باشخاص لن يعوضك عنهم اي شيء .,1,55
هي وصلت لكدا  .,1,15
هى الناس دى معرفهاش قوى بس هما راشقين دايما عندى فى الكومنتات و قلت لازم احييهم بقى وكدة و فعلا ناس مهذبة جدا الحقيقة .,0,119
اى حد يعدى من هنا يدعيلى .,1,26
انتم ليه عاملين زيطة من الصبح .,1,31
عن احساسي لما بلاقي حد من الداخلية بيتكلم عن ثورة يناير ببقى عايز اشتم .,1,72
هي حاجه من الاتين يا هيبه الامتحانات راحت يا اما انا ضميري مات وفى الحالتين عليه العوض .,1,88
خلاص انا مش هتعب راسى اكتر من كدا اذا حليت حليت واذا ما حليت مش مهم .,1,69
اول ما لبست  النقاب كنت اتعب منه لدرجة اني كنت افكه قدام الناس واصلحه .,0,71
لا تتردد في العوده إلى الله مهما لوثتك الخطايا والذنوب فالذي سترك وأنت تحت سقف المعصية لن يفضحك وأنت تحت جناح التوبة .,1,118
الناس فهمتنى غلط .,0,18
من شده البرد احس البرد بردان .,1,30
ازرعوا من الرضا بستان .,1,23
هي فين العصابة الوسخة دي .,1,26
لن انسى ردودك القاتلة من شدة برودتها ساتذكرها دائماً كي لا احن اليك .,1,69
ان تكون صديقى يعنى انك  تجيبلى شوية من الفولورز بتوعك مفهاش حاجة.,1,65
شايلة هم أختبار الأنجليزي أكثر من الرياضيات .,1,45
الحاجات دى هى اللى بتزعلنى من تويتر .,0,37
عن اذنكم انا يوميا بقعد مع نفسي و بحاسبها وبحاول اصلح من نفسى.,1,62
انا لا انتظر الامير او ابن السلطان ولكنى انتظر من يرانى اميرة واا فى ابسط حالاتى  .,1,83
احيانا فيه ناس احس نفسى اقتلهم واتخيل اني اقتلهم .,0,50
الناس الجميلة اللى صاحية يسعد مساكم .,0,37
الرائعون هم من يكونون بالقرب حين نحتاجهم .,1,42
صوت الشعب اقوى من اى حاجة .,1,27
شعب تعب من الوعود الزائفه .,1,27
اذا فعلت من اجل الله القليل سيرضيك بالكثير .,1,44
لايك و شير  لو كنت  من طلاب كليه حقوق  زى حالاتى  هتلاقى  ناس تساعدك كتير هنا .,1,79
من غيرهم الحياة بقت احلى  .,1,27
الناس اللى زعلانهمن اللى بيغلط فى الزمالك. ما كل الناس بتغلط فى الزمالك واولهم الزملكاويه نفسهم .,0,97
متصدقيش الى يقول عليكى مش حلوة لمجرد انك سمرة . كفاية ان منير غنالك .,1,69
بس كان يوم جامد جدا والله شكرا لكل الناس اللى نورتنا.,0,53
مخنوقة من الدنيا كلها .,1,23
ان تكون صديقى يعنى ماتطلعيش من قاعه الامتحانات الا وانتى متاكدة انى خلصت كل الامتحان .,1,86
ليس هناك شخص يمتلك الفرح كله ولكن هناك من يدعو الله ويتوكل عليه ويبتسم .,1,72
برجع من المدرسة بنام لحد الصبح ومش بذاكر .,1,42
انا فاكرة الحاجات دى من ايام الحضانه احلى ايام .,1,48
ابواب الفراق كثيره فمن شاء فعذره مقبول سئمت من الكذب   .,1,56
تعلمت انى اقول انا بخير كل يوم حتى وانا اتالم من الداخل حتى لا انتظر شفقه من حد  .,1,82
ساعات بتكلم مع نفسي واقول عارف انت و نفسي ترد عليا و تقول شكلك ولا عارف حاجه ولا فاهم حاجه . قوم من هنا يلا .,1,109
والله رجال من ظهر رجال .,1,24
الله يبارك لك والله قاعد بذاكر من الملخصات بتاعتك و بدعيلك .,1,60
فى ناس من ردهم بتبقى عايز تكهرب نفسك عشان ابتديت معاهم كلام .,1,61
من الرائع ان تفتخر بكونك مسلما ولكن الاروع ان تجعل المسلمين يفتخرون بكونك احدهم .,1,81
طبعا البرد احلى من الصيف والحر .,1,32
يلا شطبنا امشوا من هنا .,1,24
الجو جميل فى نسمة حلوة دلوقتى .,0,31
الناس العصبية دول هيموتوا بدرى بدرى.,0,36
الصراحه انا كنت من الناس اللى كانت بتعمل كداايام ثانوى  بس ربنا تاب عليا الحمدلله .,0,83
ما شاء الله اللي ايمانها بقضيتها وعقيدتها بيشع من عينيها .,1,58
السلام عليكم صباح النصر والتمكين من رقاب الظالمين.,1,50
أن تكون صديقي يعني  انني استطيع أن اثرثر أمامك بكل ما بداخلي وأنا موقنه أنني لن اسقط من عينك أبدآ .,1,99
و إيه لازمتها الحياة تعيشها من غير لا حلم و لا امل .,1,52
انتى مش زى الجميع بسمتك لون الربيع  ضحكتك تجرى فى دمى تبعدى انا مش هبيع . الله عليك يا منير .,1,93
إنها صفة من صفاتِ الأمل .,1,25
وانتي من أهله ياقلبي.,1,21
اليوم هو يوم من انجازاتي العالميه ترقبوني .,1,43
قيامك ببعض الاعمال المنزلية لا يقلل من رجولتك لست اكبر شانا من الرسول محمد كان يكنس البيت ويخيط الثوب .,1,103
يالله عيوني انتفخت وعقلي تعب من التفكير.,1,40
بمناسبة نهاية السنة فى اسعار مخفضة من اجمل العطور من افون باسعار منخفضة .,1,73
الراحة الضميريه الكاذبة هي أن تجلس أمام التلفاز و الموبايل فى يدك و الكتاب بجانبك .,1,83
منبه طريف لا يتوقف عن الرنين إلا إذا ضغطت بقدمك عليه حتى يضمن أنك استيقظت من نومك .,1,83
شعب صايع من صغره .,1,18
لا يصل الناس الى النجاح دون ان يمروا بمحطات التعب والفشل والياس وصاحب الارادة القوية هو اللى ينتصر .,0,100
هو الملل مش بيزهق منى انا زهقت .,1,32
انتظارك لمن تحب دون جدوى يقتلك من الداخل.,1,41
الناس كلها تقريباً اجمعت انها مجنونة و عندها انفصام في الشخصية .,0,64
ابسط انواع السعادة تصحى من النوم وتلاقى مليون جنيه .مليون بس .,1,62
ابتسم من اجل قلوب تهوى ان تراك فرحا .,1,37
انتم من يسكن قلبى .,1,19
انا عارف انك مش خبيث قوى بس خبيث .,1,34
من يحبك لن يتركك ولو كنت شوكا بين يديه .صباحكم حب .,1,51
اكتشفت من مراجعتي ان مذاكرتي كانت تسليكيه انا خايف.,1,51
اكتر حاجة بتنرفز منها سلك الشاحن اللى بيخلينى طول الوقت واقفة عند الحيطة .,1,74
السجاير دى هى اللى فسدت الاجيال .,0,33
دى من الحقائق التى لا يمكن تكذبها.,1,34
ترقبوا الجديد من اكتشافاتى .,1,28
انا و نفسى قاعدين دلوقتى فى الشارع بس نفسى طلعت لطيفة اوى .,1,59
يلا محدش واخد منها حاجة بلا وجع دماغ مش هتفرق  .,1,48
لا ترغم احدا على المجي  إليك . لا تخبر احدا انك كنت تبكي .الصادق سيأتيك من دون أن تشعرة انك محتاج اليه .,1,104
